"db--table--sql: -- -- 
    select table_schema,concat(round(sum((data_length + index_length)/1024/1024),2),'MB') as data from
     information_schema.TABLES group by table_schema;
    "
TABLE_SCHEMA,data
mysql,2.78MB
information_schema,0.00MB
performance_schema,0.00MB
sys,0.02MB
sakila,6.45MB
world,0.77MB
kittenchat,40.13MB
idc,0.72MB
