"db--table--sql: ecology-- -- 
        select table_name,table_rows from information_schema.tables
        where TABLE_SCHEMA = 'ecology' order by table_rows desc;"
TABLE_NAME,TABLE_ROWS
ofs_doctor_main,0
ofs_done_data,0
ofs_log,0
ofs_push_detail,0
ofs_requestbase,0
ofs_requestbase_key,0
ofs_requestid,0
ofs_send_exception,0
ofs_sendinfodetail,0
ofs_senduser,0
ofs_senduserdetail,0
ofs_sendworkflow,0
ofs_sys_expstatus,0
ofs_sys_status,0
ofs_sysinfo,0
ofs_sysinfo_remind,0
ofs_temp,0
ofs_todo_data,0
ofs_todo_data_bak,0
ofs_workflow,0
ofs_workflow_share,0
ofuploadfiles,0
ofuserinfoupdate,0
ofuserrole,0
ofuserroleexp,0
orgchartstate,0
outer_network_upcoming,0
outerdatawfdetail,0
outerdatawflog,0
outerdatawfperiodset,0
outerdatawfset,0
outerdatawfsetdetail,0
outrepmodule,0
outsharedoclog,0
outter_account,0
outter_encryptclass,0
outter_entrance_log,0
outter_moreview1,0
outter_network,0
outter_params,0
outter_sys,0
outter_sysparam,0
pagenewstemplate,0
pagenewstemplatelayout,0
pagetemplate,0
pageuserdefault,0
pdf_imagefile,0
pdf_imagefile_for_wpsview,0
pdfconvertfileid,0
personalhomepagedesign,0
picture,0
picturetemplate,0
pk_ecology_biz_log_smalltype,0
pluginlicenseuser,0
pluginmessagerecent,0
pluginmessages,0
pm_ganttset,0
portal_c_f_item_selected,0
portal_calendar,0
portal_cnp,0
portal_cnp_item,0
portal_common,0
portal_common_item,0
portal_companynews,0
portal_companynewsitem,0
portal_copyright,0
portal_custom_page,0
portal_custom_page_item,0
portal_doc,0
portal_e7form,0
portal_grid_layout,0
portal_grid_layout_element,0
portal_img,0
portal_img_item,0
portal_logo,0
portal_modulerecord,0
portal_modulesetting,0
portal_news,0
portal_news_item,0
portal_quicksearch,0
portal_submoduleinfo,0
portal_user,0
portal_wfp,0
portal_wfp_item,0
portal_workflow,0
portalthemeconfig,0
pr_basesetting,0
pr_basesetting_blacklist,0
pr_planfeedback,0
pr_planprogram,0
pr_planprogramlog,0
pr_planreport,0
pr_planreportaudit,0
pr_planreportdetail,0
pr_planreportexchange,0
pr_planreportlog,0
praise_info,0
praise_reply_mark,0
prj_code,0
prj_codepara,0
prj_codeseq,0
prj_cpt,0
prj_customer,0
prj_daily,0
prj_feedback,0
prj_feedback_conf,0
prj_feedback_conflog,0
prj_feedbackdetail,0
prj_fielddata,0
prj_jianbao,0
prj_material,0
prj_materialprocess,0
prj_member,0
prj_memberprocess,0
prj_planinfo,0
prj_plansort,0
prj_plantype,0
prj_prjwfactset,0
prj_prjwfconf,0
prj_prjwffieldmap,0
prj_processing,0
prj_processingtype,0
prj_request,0
prj_searchmould,0
prj_specialfield,0
prj_task_needwf,0
prj_task_referdoc,0
prj_taskshareinfo,0
prj_templatetask,0
prj_templetstage,0
prj_templettask_needdoc,0
prj_templettask_needwf,0
prj_templettask_referdoc,0
prj_tool,0
prj_toolprocess,0
prj_tskcardgroup,0
prj_viewedlog,0
prj_viewlog,0
prj_xchginfo_viewlog,0
prjprotal_taskcardgroup,0
prjremind,0
prjstatuschangelog,0
prjtsk_selectitem,0
prjtsk_specialfield,0
pro_tasklog,0
procedureinfo,0
projectaccessory,0
projtemplatemaint,0
ptaccesscontrollist,0
publicphrasestatus,0
qqmaildefaultpwd,0
qqmailelesetting,0
qqmailinit,0
qqmaillog,0
qqmaillogsetting,0
qqmailmap,0
qqmailsetting,0
qrcodecominfo,0
qrtz_blob_triggers,0
qrtz_calendars,0
qrtz_fired_triggers,0
qrtz_paused_trigger_grps,0
qrtz_scheduler_state,0
qrtz_simple_triggers,0
qrtz_simprop_triggers,0
rdeploysyncsetting,0
rdeploysyncsettingmain,0
receiveunit_group,0
recycle_docseccategory,0
recycle_shareinnerdoc,0
rejectfnaexpenseinfolog,0
remind_multi_ruleinfo,0
remindfornewdoc,0
reply_doc,0
reply_imagefile,0
reply_workflow,0
request_doc_relation,0
requestshareset,0
room_viewtype,0
rtxdepmap,0
rtxldaploginlog,0
rtxopstatus,0
rtxsendmsglog,0
rtxsetting,0
rtxsyncdatalog,0
rule_mapitem,0
rule_variablebase,0
rupd$_formtable_main_13_dt,0
rupd$_formtable_main_14,0
rupd$_formtable_main_14_dt,0
rupd$_formtable_main_15,0
rupd$_formtable_main_15_dt,0
rupd$_hrm_leave_type,0
rupd$_hrmsalarychange,0
rupd$_hrmsalaryitem,0
rupd$_hrmsalarypay,0
rupd$_hrmsalarytaxbench,0
rupd$_hrmsalarytaxrate,0
sap_brofieldtonew,0
sap_commonsetting,0
sap_complexname,0
sap_datasource,0
sap_inparameter,0
sap_instructure,0
sap_intable,0
sap_multibrowser,0
sap_outparameter,0
sap_outparaprocess,0
sap_outstructure,0
sap_outtable,0
sap_paramsmode,0
sap_service,0
sap_thread,0
sapactionset,0
sapactionsetdetail,0
sapconn,0
sapdata_auth_setting,0
sapdata_auth_setting_detail,0
scheduleapplicationrule,0
schedulesettingdetail,0
scratchpad,0
secidformessagetypeid,0
second_carinvoice,0
securitydeletedoclog,0
selectitemlog,0
sendreunitrestrictions,0
sendtoalltemp,0
sensitive_logs,0
sensitive_words,0
sensitive_words_approve,0
sensitive_words_type,0
sensitive_words_type_scope,0
serialnum,0
session_item_table,0
session_table,0
shareinittable,0
shareinnerwfurger,0
shareouterdoc,0
shareoutter,0
shareredundancy,0
slideelement,0
smallinvoice,0
sms_message,0
sms_reminder_mode,0
sms_reminder_type,0
sms_syncset,0
sms_template,0
smscommonremindcontent,0
smscommontemplatetype,0
smspropertiesnew,0
smsregularmember,0
smsregularmessage,0
smsregularset,0
smstemplatebasefields,0
smstemplatedetailinfo,0
smstemplatemapping,0
smstemplatemappingbaseinfo,0
smstemplateproperties,0
smstemplatesyncset,0
smsvoting,0
smsvotingdetail,0
smsvotinghrm,0
social_allgroupinfos,0
social_broadcast,0
social_broadcastreceiver,0
social_filedownloadlog,0
social_historymsgright,0
social_imallowwindepart,0
social_imattention,0
social_imchatresource,0
social_imchatresourceshare,0
social_imconversation,0
social_imdelgrouplog,0
social_imfile,0
social_imfileshare,0
social_imfilesharegroup,0
social_imfiletemp,0
social_imforbitlogin,0
social_imgroup,0
social_imgroup_rel,0
social_imhistorylog,0
social_immsgcount,0
social_immsgread,0
social_immsgtag,0
social_imrecent,0
social_imrecentconver,0
social_imsessionkey,0
social_imsetting,0
social_imsignatures,0
social_imsysbroadcast,0
social_imuserright,0
social_imuserrightmanager,0
social_imusersysconfig,0
social_ipconfig,0
social_networksegstr,0
social_sysremind,0
social_sysremindreceiver,0
social_sysremindsetting,0
social_translog,0
social_withdrawmsg,0
socialpcuserapps,0
sqlcounter,0
sso_login_oa,0
sso_login_oa_lzgaj,0
startcodelog,0
subcompanydefinefield,0
syncmeetingdecisionhistorydata,0
synergyconfig,0
sypara_expressionbase,0
sypara_expressions,0
sypara_variablebase,0
sys_slogan,0
sysactivexcheck,0
sysdetachdetail,0
sysdetachinfo,0
sysdetachreport,0
sysfavourite,0
sysfavourite_favourite,0
syskbupgrade,0
syslanguage,0
sysphrase,0
syspoppupremindinfo,0
syspoppupremindinfoconfig,0
syspoppupremindinfonew,0
syspopremindinfo,0
sysremindinfo,0
sysrolesubcomright,0
sysskinsetting,0
system_default_col_bak,0
systemcustommenuset,0
systemip,0
systemlog,0
systemtemplatesubcomp,0
systemtemplatetimerforuser,0
systemtemplateunifyinfo,0
systemtemplateuser,0
systemwatermarksetting,0
sysupgradelog,0
sywfexinfo,0
t_collectsettinginfo,0
t_collecttableinfo,0
t_conditiondetail,0
t_datacenteruser,0
t_fadebespeak,0
t_fieldcomparisoninfo,0
t_fielditem,0
t_fielditemdetail,0
t_inceptform,0
t_inputreport,0
t_inputreportconfirm,0
t_inputreportcrm,0
t_inputreportcrmcontacter,0
t_inputreportcrmmoder,0
t_inputreportcrmsel,0
t_inputreporthrm,0
t_inputreporthrmfields,0
t_inputreportitem,0
t_inputreportitemclose,0
t_inputreportitemdetail,0
t_inputreportitemtype,0
t_outreport,0
t_outreportcondition,0
t_outreportitem,0
t_outreportitemcondition,0
t_outreportitemcoordinate,0
t_outreportitemrow,0
t_outreportitemrowgroup,0
t_outreportitemtable,0
t_outreportshare,0
t_outreportstatitem,0
t_reportstatitemtable,0
t_reportstatsqlvalue,0
t_researchtable,0
t_statitem,0
t_surveyitem,0
tabattribute,0
table_col_base,0
taks_mainlinetask,0
task_attention,0
task_label,0
task_labeltask,0
task_mainline,0
task_mainlineshare,0
task_msg,0
task_operatelog,0
task_read,0
task_schedule,0
taxiinvoice,0
tb_departlocation,0
tb_null,0
tb_subdeptlinelocation,0
temp_3,0
temp_4,0
temp_employee_02,0
temp_employee_table_01,0
temp_hrmrsrpath_01,0
temp_hrmrsrpath_02,0
temp_hrmrsrpath_03,0
temp_sell_table_01,0
temp_table,0
temp_table_01,0
temp_table_02,0
temp_table_03,0
temp_table_04,0
temphrmgroupmembers,0
templetecheck_matchresult,0
templetecheckbaklog,0
templetefilesdownload,0
temptablevalue,0
temptablevalue_2,0
temptablevalue_3,0
temptablevaluecontract,0
temptablevaluecpt,0
temptablevaluecrm,0
temptablevalueprj,0
temptablevaluework,0
temptree,0
temptree1,0
temptree2,0
temptree3,0
temptree4,0
themestyle,0
thirdpartyinfo,0
tm_basesetting,0
tm_cycle_task,0
tm_docreadrpsum,0
tm_docrpsum,0
tm_docsharedetail_user,0
tm_element,0
tm_elementitemsourceset,0
tm_elementsearchiteminfo,0
tm_fnaaccount_select,0
tm_fnaaccount_selectbalance,0
tm_fnaaccount_selectpl,0
tm_fnaaccountlist_select,0
tm_fnacurrencyexchange,0
tm_fnayearsperiodslistclose1,0
tm_fnayearsperiodslistclose2,0
tm_fnayearsperiodslistclose3,0
tm_fnayearsperiodslistclose4,0
tm_hrmroles_systemright,0
tm_taskfeedback,0
tm_taskfieldright,0
tm_taskinfo,0
tm_tasklog,0
tm_tasklogattach,0
tm_taskpartner,0
tm_tasksharer,0
tm_taskspecial,0
tm_tasktag,0
tm_tasktagrelated,0
tm_tasktodo,0
tm_taskview,0
tmponlineuserid,0
tmptablevaluewp,0
tokenjscx,0
tollinvoice,0
traceprop,0
tracepropdetail,0
traininvoice,0
trans_groupmember,0
translog,0
uf4mode_cptassortmentshare,0
uf4mode_cptassortmentsharemap,0
uf4mode_cptwfactset,0
uf4mode_cptwfconf,0
uf4mode_cptwffieldmap,0
uf4mode_cptwffrozennum,0
uf_htjcxx,0
uf_htjcxx_dt1,0
uf_htjcxx_dt2,0
uf_htjcxx_dt3,0
uf_htjcxx_dt4,0
uf_likes,0
uf_reply,0
uf_zzfl,0
upgeradechecktime,0
upgrade_seclevel_task,0
upgradecheckmoderesult,0
upgradecheckresult,0
upgradecheckworkflowresult,0
upgradefilelog,0
upgradefiletag,0
uploaddoctemp,0
user_default_col,0
user_default_col_bak,0
user_favorite_category,0
user_last_map,0
user_secondauth_config,0
useraddelementinfo,0
usercommonmenu,0
usercommonmenudefault,0
usercommonmenuinit,0
userdesktopcolor,0
userdesktopsetting,0
userprivacysetting,0
uuidfixlog,0
videoimagepath,0
voting,0
voting_type,0
voting_upgrade,0
votingmaintdetail,0
votingoption,0
votingpath,0
votingquestion,0
votingremark,0
votingresource,0
votingresourcefile,0
votingresourceremark,0
votingresourcetemp,0
votingshare,0
votingsharedetail,0
votingviewer,0
votingviewerdetail,0
votingviewset,0
watermarksettinglist,0
wbstaskfieldmap,0
weather,0
weaver_sso,0
weaver_sso_app_share,0
weaver_sso_login_log,0
weaver_sso_src,0
weaver_sso_user_mapping,0
webmagazine,0
webmagazinedetail,0
webmagazinetype,0
webmaillist,0
website,0
wechat_band,0
wechat_msg,0
wechat_news,0
wechat_news_material,0
wechat_platform,0
wechat_receive_event,0
wechat_reminder_mode,0
wechat_reply,0
wechat_reply_rule,0
wechat_set,0
wechat_share,0
wf_browser_tab_config,0
wf_emailapprove_content,0
wf_emailapprove_set,0
wf_emailremind_content,0
wf_emailremind_set,0
wf_flowtime_reporttask_log,0
wf_fna_fbft_imp,0
wf_fna_fcc_imp,0
wf_fna_ffic_imp,0
wf_fna_ffil_imp,0
wf_fna_implog,0
wf_fna_nfa_imp,0
wf_fna_rmi_imp,0
wf_fna_wb_imp,0
wf_fna_wbf_imp,0
wf_fna_wde_imp,0
wf_fna_wfdi_imp,0
wf_fna_wnhl_imp,0
wf_fna_wrbf_imp,0
wf_fna_wsi_imp,0
wf_glb_secret,0
wf_history_freenode_back,0
wf_nodecustommenuorderset,0
wf_proxy_config,0
wf_subreq_detail_log,0
wf_subreq_log,0
wf_systemcustommenuset,0
wfcentersetting,0
wfec_indatadetail,0
wfec_indatasetdetail,0
wfec_indatawfset,0
wfec_outdatasetdetail,0
wfec_outdatawfdetail,0
wfec_outdatawfset,0
wfec_tablefield,0
wfec_tablelist,0
wfexttoodocext,0
wfopinionfield,0
wfopinionnodefield,0
wfopiniontablenames,0
wfurger_autoinsert,0
workflow_agent,0
workflow_agentconditionset,0
workflow_agentpersons,0
workflow_agenttemplate,0
workflow_allpersonauth_list,0
workflow_approval_opinion,0
workflow_attachtoofd,0
workflow_attention,0
workflow_attrlinkagepagesize,0
workflow_barcodeset,0
workflow_barcodesetdetail,0
workflow_batchset_log,0
workflow_bdf_dr_matrix,0
workflow_bdf_dr_matrixdetail,0
workflow_browdef,0
workflow_chuanyue,0
workflow_coadjutant,0
workflow_codedetail,0
workflow_coderegulate_dellog,0
workflow_communicationapprove,0
workflow_communicationcontent,0
workflow_communicationmessage,0
workflow_communicationquote,0
workflow_communicationreply,0
workflow_communicationset,0
workflow_createdoc,0
workflow_createflowset,0
workflow_createplan,0
workflow_createplangroup,0
workflow_createtask,0
workflow_createtaskdetail,0
workflow_createtaskgroup,0
workflow_cssdetail,0
workflow_cusoptdetail,0
workflow_cusoptright,0
workflow_custfieldname,0
workflow_custom,0
workflow_customdspfield,0
workflow_custompage,0
workflow_custompageconfig,0
workflow_customquerytype,0
workflow_customreport,0
workflow_customreport_field,0
workflow_customreport_project,0
workflow_customreport_share,0
workflow_customreport_template,0
workflow_customreport_tfield,0
workflow_datainput_condition,0
workflow_deptabbr,0
workflow_deptabbrdef,0
workflow_designcolors,0
workflow_detail_exp_settings,0
workflow_detailfilterset,0
workflow_detailpaging,0
workflow_dispatch,0
workflow_dispatch_dt1,0
workflow_dispatchrecord,0
workflow_distributionsummary,0
workflow_doccompare,0
workflow_docprop,0
workflow_docpropdetail,0
workflow_docshow,0
workflow_docshow_print,0
workflow_docshowedit,0
workflow_docsource,0
workflow_efficiency_date,0
workflow_encrypt_datas,0
workflow_errorremind,0
workflow_exchange_action,0
workflow_exchange_checkresult,0
workflow_exchange_export,0
workflow_exportreporttask,0
workflow_fieldauthclearlog,0
workflow_fieldchangecfg,0
workflow_fieldchangelog,0
workflow_fielddata_cache,0
workflow_fielddata_cache_prop,0
workflow_flownodehtml_form,0
workflow_formdatachangelog,0
workflow_formdetail,0
workflow_formdictdetail,0
workflow_formfield_del,0
workflow_formmode,0
workflow_formprop,0
workflow_formsignatureimglog,0
workflow_formsignaturelog,0
workflow_formsignremark,0
workflow_formula_htmllayout,0
workflow_formula_quote,0
workflow_forward,0
workflow_freeflow_base,0
workflow_freeflow_template,0
workflow_freenode,0
workflow_freenode_group,0
workflow_freenode_htmllayout,0
workflow_freenode_layoutconfig,0
workflow_freenode_nodeform,0
workflow_freenodeformgroup,0
workflow_freenodesequence,0
workflow_freeright,0
workflow_fwadvanced,0
workflow_fwlimitset,0
workflow_fwoperadvanced,0
workflow_fwrecadvanced,0
workflow_fwrecsimple,0
workflow_groupdetail_matrix,0
workflow_grouprelationship,0
workflow_handwrittensigncolor,0
workflow_handwrittensigninfo,0
workflow_hqfreenodeset,0
workflow_hqimagefile,0
workflow_hqlock,0
workflow_hqseal,0
workflow_hqsealdoc,0
workflow_hqserverset,0
workflow_hqtoken,0
workflow_initialization,0
workflow_interfaces,0
workflow_linkagelog,0
workflow_logviewnode,0
workflow_logviewusers_dellog,0
workflow_matrixdetail,0
workflow_mgms,0
workflow_mgmsusers,0
workflow_mgmsworkflows,0
workflow_mobilecenter_newwf,0
workflow_mobilecenter_operate,0
workflow_mobilecenter_tabinfo,0
workflow_mobileconfig,0
workflow_mobileconfigdetail,0
workflow_modeview,0
workflow_monitor_bound,0
workflow_monitor_info,0
workflow_monitortype,0
workflow_mould,0
workflow_mould_print,0
workflow_msg_info,0
workflow_nodeform_form,0
workflow_nodeformgroup_form,0
workflow_nodelinkotfield,0
workflow_nodelinkovertime,0
workflow_nodemode,0
workflow_nodeovertime,0
workflow_nodeovertime_detail,0
workflow_otheroperator,0
workflow_printset,0
workflow_process_relative,0
workflow_processinst,0
workflow_qys_signature,0
workflow_remarkdisplay,0
workflow_remindcontent,0
workflow_report,0
workflow_report_competence,0
workflow_reportdspfield,0
workflow_reporttype,0
workflow_reqbrowextrainfo_bak,0
workflow_request_qysseal,0
workflow_requestexception,0
workflow_requestlock,0
workflow_requestlogatinfo,0
workflow_requestlogsequence,0
workflow_requestmark,0
workflow_requestoperatelog_dtl,0
workflow_requestoperatelog_oi,0
workflow_requestselectnextflow,0
workflow_requestsequence,0
workflow_requestsign,0
workflow_requestsubwfread,0
workflow_requestuserdefault,0
workflow_requestwithdraw,0
workflow_robotnodeset,0
workflow_rquestbrowsefunction,0
workflow_secondauth_freesecret,0
workflow_secondauth_password,0
workflow_selectrange,0
workflow_sharedscope,0
workflow_shortnamesetting,0
workflow_signature_logs,0
workflow_signinput_set,0
workflow_simpleaddsignlog,0
workflow_smartprocess,0
workflow_smartprocesslog,0
workflow_smartprocessrules,0
workflow_specialfield,0
workflow_staticrpbase,0
workflow_statistic,0
workflow_statistic_item,0
workflow_stoplastisremark,0
workflow_subcomabbr,0
workflow_subcomabbrdef,0
workflow_subwfrequest,0
workflow_subwfrequest_dellog,0
workflow_superviseoperator,0
workflow_supsubcomabbr,0
workflow_sysworkflow,0
workflow_tabstyle,0
workflow_takendovertime,0
workflow_textinfo,0
workflow_texttomergepdf,0
workflow_texttoofd,0
workflow_texttopdf,0
workflow_texttopdfconfig,0
workflow_titleset,0
workflow_tridiffwfdifffield,0
workflow_tridiffwfsubwf,0
workflow_tridiffwfsubwffield,0
workflow_trisubwfbuttonname,0
workflow_type,0
workflow_updatecolumnlenlog,0
workflow_urger_matrix,0
workflow_urger_matrix_detail,0
workflow_urgerdetail,0
workflow_user_config,0
workflow_userref,0
workflow_versionnoderelation,0
workflow_viewlog,0
workflow_workday_formula,0
workflow_yozotopdfconfig,0
workflowblacklist,0
workflowcentersettingdetail,0
workflowplandetail,0
workflowplanset,0
workflowreportcustom,0
workflowreportshare,0
workflowreportsharedetail,0
workflowrptcondmould,0
workflowrptcondmoulddetail,0
workflowsettingdetailtemplate,0
workflowtodocprop,0
workflowtofinanceurl,0
workflowtofinanceurlold,0
workplan_attention,0
workplan_disremindtime,0
workplan_sync_info,0
workplan_sync_type,0
workplan_weekviewtype,0
workplanappdetail,0
workplancreateshareset,0
workplanexcelfiles,0
workplangroup,0
workplanmoduledeldate,0
workplanmonitor,0
workplanreceivescopeset,0
workplanrevision,0
workplanrevisionlog,0
workplanscopebaseinfo,0
workplanset,0
workplansetup,0
workplansharechange,0
workplansharedetail_old,0
workplanupdate,0
workplanvaluate,0
workplanvisitset,0
workplanvisitsetdetail,0
workplanweeklist_group,0
workplanweeklist_grouplimit,0
workrelate_control_center,0
workrelate_matrix_set,0
workrelate_share_permissions,0
workspacestyle,0
worktask_atinfo,0
worktask_attention,0
worktask_backlog,0
worktask_code,0
worktask_codeseq,0
worktask_discuss,0
worktask_form,0
worktask_list,0
worktask_list_liableperson,0
worktask_list_request,0
worktask_monitor,0
worktask_monitorlog,0
worktask_operatetrace,0
worktask_operator,0
worktask_requestbase,0
worktask_requestlog,0
worktask_requestsequence,0
worktask_resource,0
worktask_wtuserdefault,0
worktaskcreateshare,0
worktaskshareset,0
wps_colla_docimagefileinfo,0
wps_doccenter_fileinfo,0
wps_wrong_log,0
wpsprintfileid,0
wr_attention_info,0
wr_individualinfo_autograph,0
wr_individualinfo_tag,0
wr_individualitem_detail,0
wr_individualitem_jobability,0
wr_individualitem_log,0
wr_individualitem_statistics,0
wr_individualrisk_data,0
wr_individualrisk_log,0
wr_individualrisk_setting,0
wr_influence_data,0
wr_influence_log,0
wr_inventory_module_fields,0
wr_inventory_modules_log,0
wr_portrait_permissions,0
wr_portrait_radar,0
wr_portrait_transcript_mobile_set,0
wr_reportshare,0
wr_teamitem_detail,0
wr_teamrisk_data,0
wr_teamrisk_log,0
wr_teamtotalitem_log,0
wr_trans_em_set,0
wr_viewpower_matrixset,0
wr_viewpower_setting,0
wr_yearinventory_baseinfo,0
wr_yearinventory_basesetting,0
wr_yearinventory_detaillog,0
wr_yearinventory_doc,0
wr_yearinventory_doc_d,0
wr_yearinventory_keyword,0
wr_yearinventory_log,0
wr_yearinventory_message,0
wr_yearinventory_message_d,0
wr_yearinventory_schedule,0
wr_yearinventory_schedule_d,0
wr_yearinventory_value,0
wr_yearinventory_wf,0
wr_yearinventory_wf_d,0
wr_yi_generate_record,0
wrktablename75045152,0
ws_datasource,0
ws_service,0
wsactionset,0
wsformactionset,0
wsmethodparamvalue,0
wsregiste,0
wsregistemethod,0
wsregistemethodparam,0
xmlreport,0
xmlreport_shareinfo,0
datashowset_tm_view,
dttrip_formfield_view,
dttrip_hrm_field_view,
ecology_message_log_allview,
exp_allproname,
hrmdepartmentallview,
hrmpinyinresource,
hrmresourceallview,
hrmresourcevirtualview,
hrmsubcompanyallview,
kq_shiftmanagement_view,
mode_actionview,
odoc_allview,
prjfieldallview,
temphrmdepartmentview,
temphrmdepartmentvirtualview,
temphrmsubcompanyview,
temphrmsubcompanyvirtualview,
test_view,
view_workflowform_selectall,
wfex_view,
workflow_flownode_view,
workflow_nodebase_view,
workflowactionview,
workflowpending,
"db--table--sql: information_schema-- -- 
        select table_name,table_rows from information_schema.tables
        where TABLE_SCHEMA = 'information_schema' order by table_rows desc;"
TABLE_NAME,TABLE_ROWS
PARTITIONS,0
ROUTINES,0
ROLE_TABLE_GRANTS,0
ROLE_ROUTINE_GRANTS,0
ROLE_COLUMN_GRANTS,0
RESOURCE_GROUPS,0
REFERENTIAL_CONSTRAINTS,0
PROFILING,0
PROCESSLIST,0
PLUGINS,0
SCHEMA_PRIVILEGES,0
PARAMETERS,0
OPTIMIZER_TRACE,0
KEYWORDS,0
KEY_COLUMN_USAGE,0
INNODB_VIRTUAL,0
INNODB_TRX,0
INNODB_TEMP_TABLE_INFO,0
INNODB_TABLESTATS,0
INNODB_TABLESPACES_BRIEF,0
TABLES,0
VIEWS,0
VIEW_TABLE_USAGE,0
VIEW_ROUTINE_USAGE,0
USER_PRIVILEGES,0
USER_ATTRIBUTES,0
TRIGGERS,0
TABLESPACES_EXTENSIONS,0
TABLESPACES,0
TABLES_EXTENSIONS,0
INNODB_TABLESPACES,0
TABLE_PRIVILEGES,0
TABLE_CONSTRAINTS_EXTENSIONS,0
TABLE_CONSTRAINTS,0
STATISTICS,0
ST_UNITS_OF_MEASURE,0
ST_SPATIAL_REFERENCE_SYSTEMS,0
ST_GEOMETRY_COLUMNS,0
SCHEMATA_EXTENSIONS,0
SCHEMATA,0
ENABLED_ROLES,0
INNODB_CMP_PER_INDEX,0
INNODB_CMP,0
INNODB_CACHED_INDEXES,0
INNODB_BUFFER_POOL_STATS,0
INNODB_BUFFER_PAGE_LRU,0
INNODB_BUFFER_PAGE,0
FILES,0
EVENTS,0
ENGINES,0
INNODB_CMP_PER_INDEX_RESET,0
COLUMNS_EXTENSIONS,0
COLUMNS,0
COLUMN_STATISTICS,0
COLUMN_PRIVILEGES,0
COLLATIONS,0
COLLATION_CHARACTER_SET_APPLICABILITY,0
CHECK_CONSTRAINTS,0
CHARACTER_SETS,0
APPLICABLE_ROLES,0
INNODB_FT_BEING_DELETED,0
INNODB_TABLES,0
INNODB_SESSION_TEMP_TABLESPACES,0
INNODB_METRICS,0
INNODB_INDEXES,0
INNODB_FT_INDEX_TABLE,0
INNODB_FT_INDEX_CACHE,0
INNODB_FT_DELETED,0
INNODB_FT_DEFAULT_STOPWORD,0
INNODB_FT_CONFIG,0
ADMINISTRABLE_ROLE_AUTHORIZATIONS,0
INNODB_FOREIGN_COLS,0
INNODB_FOREIGN,0
INNODB_FIELDS,0
INNODB_DATAFILES,0
INNODB_COLUMNS,0
INNODB_CMPMEM_RESET,0
INNODB_CMPMEM,0
INNODB_CMP_RESET,0
"db--table--sql: mysql-- -- 
        select table_name,table_rows from information_schema.tables
        where TABLE_SCHEMA = 'mysql' order by table_rows desc;"
TABLE_NAME,TABLE_ROWS
innodb_index_stats,17621
innodb_table_stats,4845
help_relation,2181
help_keyword,1066
help_topic,865
global_grants,92
help_category,53
server_cost,6
user,5
general_log,2
slow_log,2
engine_cost,2
tables_priv,2
db,2
replication_group_member_actions,2
proxies_priv,1
replication_group_configuration_version,1
slave_relay_log_info,0
component,0
time_zone_transition_type,0
time_zone_transition,0
time_zone_name,0
time_zone_leap_second,0
time_zone,0
default_roles,0
func,0
slave_worker_info,0
procs_priv,0
slave_master_info,0
servers,0
gtid_executed,0
role_edges,0
password_history,0
plugin,0
replication_asynchronous_connection_failover_managed,0
replication_asynchronous_connection_failover,0
columns_priv,0
"db--table--sql: performance_schema-- -- 
        select table_name,table_rows from information_schema.tables
        where TABLE_SCHEMA = 'performance_schema' order by table_rows desc;"
TABLE_NAME,TABLE_ROWS
events_errors_summary_by_thread_by_error,407040
events_errors_summary_by_account_by_error,203520
events_errors_summary_by_host_by_error,203520
events_errors_summary_by_user_by_error,203520
variables_by_thread,171776
events_waits_summary_by_thread_by_event_name,167424
session_account_connect_attrs,131072
session_connect_attrs,131072
memory_summary_by_thread_by_event_name,115200
data_lock_waits,99999
data_locks,99999
events_waits_summary_by_account_by_event_name,83712
events_waits_summary_by_host_by_event_name,83712
events_waits_summary_by_user_by_event_name,83712
status_by_thread,65024
events_waits_summary_by_instance,58368
memory_summary_by_account_by_event_name,57600
memory_summary_by_host_by_event_name,57600
memory_summary_by_user_by_event_name,57600
events_statements_summary_by_thread_by_event_name,56064
events_stages_summary_by_thread_by_event_name,44800
status_by_account,32512
status_by_host,32512
status_by_user,32512
events_statements_summary_by_account_by_event_name,28032
events_statements_summary_by_host_by_event_name,28032
events_statements_summary_by_user_by_event_name,28032
mutex_instances,27648
events_stages_summary_by_account_by_event_name,22400
events_stages_summary_by_host_by_event_name,22400
events_stages_summary_by_user_by_event_name,22400
rwlock_instances,21504
table_io_waits_summary_by_index_usage,16384
events_stages_history_long,10000
events_statements_histogram_by_digest,10000
events_statements_history_long,10000
events_statements_summary_by_digest,10000
events_transactions_history_long,10000
events_waits_history_long,10000
objects_summary_global_by_type,9216
file_instances,8192
file_summary_by_instance,8192
replication_applier_status_by_worker,8192
table_io_waits_summary_by_table,8192
table_lock_waits_summary_by_table,8192
metadata_locks,7168
events_errors_summary_global_by_error,5153
table_handles,5120
events_stages_history,2560
events_statements_current,2560
events_statements_history,2560
events_transactions_history,2560
events_waits_history,2560
user_variables_by_thread,2560
events_waits_current,1536
setup_instruments,1500
events_statements_summary_by_program,1024
host_cache,853
cond_instances,768
global_variables,671
session_variables,671
variables_info,671
events_waits_summary_global_by_event_name,654
events_statements_histogram_global,450
memory_summary_global_by_event_name,450
events_stages_current,256
events_transactions_current,256
events_transactions_summary_by_thread_by_event_name,256
processlist,256
replication_applier_configuration,256
replication_applier_status,256
replication_applier_status_by_coordinator,256
replication_connection_configuration,256
replication_connection_status,256
socket_instances,256
socket_summary_by_instance,256
threads,256
global_status,254
session_status,254
