"db--table--sql: ecology-- -- 
        select table_name,table_rows from information_schema.tables
        where TABLE_SCHEMA = 'ecology' order by table_rows desc;"
TABLE_NAME,TABLE_ROWS
bgyp,0
bgyp2,0
bill_approve,0
bill_approvecustomer,0
bill_approveproj,0
bill_bohaievection,0
bill_bohaileave,0
bill_bohaiout,0
bill_cptadjustdetail,0
bill_cptadjustmain,0
bill_cptapplydetail,0
bill_cptapplymain,0
bill_cptfetchdetail,0
bill_cptfetchmain,0
bill_cptlend,0
bill_cptloss,0
bill_cptrequiredetail,0
bill_cptrequiremain,0
bill_crmcontract,0
bill_discard,0
bill_discard_detail,0
bill_discuss,0
bill_docprintapply,0
bill_expensedetail,0
bill_fnabudget,0
bill_fnabudgetchgapply,0
bill_fnabudgetchgapplydetail,0
bill_fnaloanapply,0
bill_fnaloanapplydetail,0
bill_fnapayapply,0
bill_fnapayapplydetail,0
bill_fnawipeapply,0
bill_fnawipeapplydetail,0
bill_hireresource,0
bill_holidayapply,0
bill_hotelbookdetail,0
bill_hrmawardinfo,0
bill_hrmdismiss,0
bill_hrmfinance,0
bill_hrmhire,0
bill_hrmovertimesapa,0
bill_hrmredeploy,0
bill_hrmresourceabsense,0
bill_hrmscheduledetail,0
bill_hrmscheduleholiday,0
bill_hrmschedulemain,0
bill_hrmscheduleovertime,0
bill_hrmtime,0
bill_hrmtimedetail,0
bill_hrmtrainplan,0
bill_hrmusedemand,0
bill_innersenddoc,0
bill_itemusage,0
bill_leavejob,0
bill_mailboxapply,0
bill_meeting,0
bill_meeting_dt1_topic,0
bill_meeting_dt2_service,0
bill_mendcpt,0
bill_monthinfodetail,0
bill_namecardinfo,0
bill_onlineregist,0
bill_returncpt,0
bill_senddoc,0
bill_votingapprove,0
bill_weekinfodetail,0
bill_workinfo,0
bill_workinfomonthdt1,0
bill_workinfomonthdt2,0
bill_workinfoweekdt1,0
bill_workinfoweekdt2,0
bill_workinfoweekdt3,0
bill_worktaskapprove,0
billbpmapprovegoal,0
billbpmapproveplan,0
billbpmgrade,0
billprojtemplateapprove,0
blog_appdatas,0
blog_at,0
blog_attention,0
blog_cancelattention,0
blog_discuss,0
blog_discuss_ecme,0
blog_discuss_share,0
blog_encrypt_export_setting,0
blog_export_permissions,0
blog_export_permissions_log,0
blog_group,0
blog_location,0
blog_notes,0
blog_read,0
blog_remind,0
blog_reply,0
blog_reporttemp,0
blog_setting,0
blog_share,0
blog_share_base,0
blog_special_attention,0
blog_specifiedshare,0
blog_sysset_blacklist,0
blog_sysset_unsubmitblacklist,0
blog_tempcondition,0
blog_template,0
blog_templateuser,0
blog_tempshare,0
blog_tip_blacklist,0
blog_tm_setting,0
blog_unsubmit_tip_blacklist,0
blog_usergroup,0
blog_visit,0
blog_zan,0
bpmgoalgroup,0
budgetauditmapping,0
budgetautomove,0
cache_sensitive_result_words,0
car_share,0
carbasic,0
cardriverbasicinfo,0
cardriverdata,0
cardriverdatapara,0
carinfo,0
carinvoice,0
carparameter,0
category_fullseach_temploginfo,0
categorysendmessahgimg,0
cert_humancert,0
checkdate,0
checkmobilemoderesult,0
cloud_part_info,0
cloud_recycle_category,0
cloud_recycle_imagefile,0
cloud_recycle_imagefileref,0
clouddisk_defaultspace,0
clouddisk_intro,0
clouddiskadsetting,0
clouddiskbasesetting,0
clouddiskinvoicelog,0
clouddiskrecyclesetting,0
clouddisksynlog,0
clouddisksynrule,0
clouddiskuserspace,0
cloudoa_conf,0
cloudstore_appdb,0
cloudstore_authlog,0
cloudstore_authorized,0
cloudstore_blockcode,0
cloudstore_cdserializeno,0
cloudstore_checkforky,0
cloudstore_checkforuuid,0
cloudstore_checkforuuidtimes,0
cloudstore_checkforuuidtypes,0
cloudstore_codeversion,0
cloudstore_customrelease,0
cloudstore_dataapp_ref,0
cloudstore_datareport_ref,0
cloudstore_docmou_ref,0
cloudstore_ecodefile,0
cloudstore_ecodejar,0
cloudstore_edesign,0
cloudstore_edesign_log,0
cloudstore_edesign_scope,0
cloudstore_edesign_version,0
cloudstore_elementlib_ref,0
cloudstore_elestylelib_ref,0
cloudstore_errsql,0
cloudstore_formmode_ref,0
cloudstore_formmodeapp_ref,0
cloudstore_formmodescene_ref,0
cloudstore_formtemplate_ref,0
cloudstore_gitlab_project,0
cloudstore_gitlab_user,0
cloudstore_localerls,0
cloudstore_loginportal_ref,0
cloudstore_mobileapi_ref,0
cloudstore_mobileapp_ref,0
cloudstore_mobilefunc_ref,0
cloudstore_mobileskin_ref,0
cloudstore_mobiletemp_ref,0
cloudstore_module_ref,0
cloudstore_permission,0
cloudstore_portal_ref,0
cloudstore_releaselog,0
cloudstore_role,0
cloudstore_rolemember,0
cloudstore_sdfcol,0
cloudstore_tocstoken,0
cloudstore_wfbill_ref,0
clustermachine,0
clustersetting,0
clusterupgradeinfo,0
clusterupgradelog,0
cm_contract_namerule,0
cm_contractmould,0
cm_contractmouldtype,0
cm_createdoclog,0
cm_mould_bookmarks,0
cm_mould_permission,0
cm_mould_permission_val,0
cm_mould_table,0
cm_mould_table_bookmark,0
cm_mould_table_col,0
cm_mould_wf_relational,0
cm_mouldfile_doc_mapping,0
cm_table_bookmark_mapping,0
cm_table_col_mapping,0
cm_table_mapping,0
cm_wf_actions_setting,0
cm_wf_bookmark_relational,0
cm_wfmouldfileref,0
cm_workflow_actions,0
cm_workflow_setting,0
collaboration_schedule,0
colorstyleinfo,0
colortypeinfo,0
commreceivegroup,0
communicatelog,0
companyattributable,0
companybusinessservice,0
compatibleoldadguid,0
contract_shareinfo,0
contractaccesstime,0
contractsharedetail,0
convert_imagefile,0
convert_imagefile_wps,0
convert_wps_imagefile,0
coremail_log_setting,0
coremailelesetting,0
coremailinit,0
coremaillog,0
coremailsetting,0
cotype_sharemanager,0
cotype_sharemembers,0
cowork_apply_info,0
cowork_base_set,0
cowork_collect,0
cowork_deftypeshare,0
cowork_desensitization_set,0
cowork_discuss,0
cowork_hidden,0
cowork_important,0
cowork_item_label,0
cowork_items,0
cowork_label,0
cowork_log,0
cowork_maintypes,0
cowork_need_remind,0
cowork_quiter,0
cowork_read,0
cowork_remind,0
cowork_remind_msginfo,0
cowork_types,0
cowork_votes,0
coworkaccessory,0
coworkshare,0
coworkviewtype,0
cpboarddirectors,0
cpboardofficer,0
cpboardofficerversion,0
cpboardsuper,0
cpboardsuperversion,0
cpboardversion,0
cpbusinesslicense,0
cpbusinesslicenseversion,0
cpbusinesstype,0
cpcchangenotice,0
cpcominforight,0
cpcompanyaffixsearch,0
cpcompanyinfo,0
cpcompanyinfoab,0
cpcompanytimeover,0
cpcompanyupgrade,0
cpconstitution,0
cpconstitutionversion,0
cpgdline,0
cpgdtemp,0
cplmlicenseaffix,0
cpshareholder,0
cpshareholderversion,0
cpshareofficers,0
cpshareofficersversion,0
cpt_cptwfconf,0
cpt_cptwffieldmap,0
cpt_inventory_detail,0
cpt_inventory_plan,0
cpt_inventory_planlist,0
cpt_oauth,0
cpt_print_mould,0
cpt_print_set,0
cpt_specialfield,0
cptborrowbuffer,0
cptcapitalcodeseq,0
cptcapitalcodeseq1,0
cptcapitalequipment,0
cptcapitalgroup,0
cptcapitalparts,0
cptcheckstock,0
cptcheckstocklist,0
cptcode,0
cptcode1,0
cptdepremethod1,0
cptdepremethod2,0
cptprintnum,0
cptrelateworkflow,0
cptsearchmould,0
cptsharedetail,0
cptstockindetail,0
cptstockinmain,0
cptwarehouseshare,0
created_doc,0
crm_attention,0
crm_busniessinfoeache,0
crm_busniessinfolog,0
crm_common_attention,0
crm_commonlanguage,0
crm_contactlog,0
crm_contract,0
crm_contract_exchange,0
crm_contractpaymethod,0
crm_contractproduct,0
crm_contractproinfo,0
crm_customer_label,0
crm_customeraddress,0
crm_customertag,0
crm_customertypepersonal,0
crm_customize,0
crm_default_value,0
crm_deliverytype,0
crm_enterpriseelementsetting,0
crm_enterpriseelementsetting_params,0
crm_evaluation_leveldetail,0
crm_exchange_info,0
crm_failfactor,0
crm_field_linkage,0
crm_field_linkage_field,0
crm_field_linkage_table,0
crm_field_linkage_table_config,0
crm_fieldswitch,0
crm_label,0
crm_ledgerinfo,0
crm_log_bak2020,0
crm_log_delete,0
crm_log_temp,0
crm_loginlog,0
crm_mapreport,0
crm_modify,0
crm_modify_proc_init,0
crm_modify_temp1,0
crm_modify_temp2,0
crm_payinfo,0
crm_producttable,0
crm_seasapprovelog,0
crm_seascustomer,0
crm_seascustomerapprove,0
crm_seasinfo,0
crm_seasright,0
crm_sellchance_label,0
crm_sellchance_remind,0
crm_sellchanceatt,0
crm_sellchancecardauth,0
crm_sellchancelabel,0
crm_sellstatus,0
crm_selltimespan,0
crm_selltypes,0
crm_setting_collection,0
crm_successfactor,0
crm_t_shareinfo,0
crm_todblog,0
crm_todblogdetail,0
crm_viewlog,0
crm_viewlog2,0
crmsharedetail,0
crmshareinittable,0
cs_ecology_pc_demo,0
cs_ecology_pc_demo_workfolw,0
cube_browser_mobilelayout,0
cube_conditioninfo,0
cube_excelsearchcols,0
cube_excelsearchrows,0
cube_fieldexpinfo,0
cubeinterfaceconfig,0
cubeinterfaceconfigdetail,0
cubeinterfacelog,0
cubeinterfaceuser,0
cubequickcreateset,0
cubequickcreatesetdetail,0
cus_formdict,0
cus_formfield,0
cus_selectitem,0
customfieldgroupsetting,0
customresourceout,0
cwaccesscontrollist,0
databackshowesbparam,0
datacenterusersetting_t,0
datasearchesbparam,0
datashowexecutelog,0
datashowparam_desensitization,0
datashowset_temp_mode,0
datasourcesetting,0
dbupgradelog,0
dbupgradesqlcounter,0
delmailfilelog,0
distribute_info,0
dml_datasource,0
dml_service,0
dmlactionfieldmap,0
dmlactionset,0
dmlactionsqlset,0
doc_convert_bimface,0
doc_convert_cad,0
doc_privatelabel,0
doc_publiclabel,0
doc_reply,0
doc_unread_time,0
doc_wpsconvert_fileviewurl,0
doc_yzconvert_fileviewurl,0
docapproveremark,0
docapprovewf,0
docchangefieldconfig,0
docchangereceive,0
docchangereceivefield,0
docchangereceivewf,0
docchangesend,0
docchangesenddetail,0
docchangesetting,0
docchangewffield,0
docchangeworkflow,0
docchatcoopeshare,0
docchatoutshare,0
docconditiondetail,0
docconditionmould,0
docconvertstatus,0
docdesutil_secretkey,0
docdocumentsignature,0
docdummydetail,0
docftpconfig,0
dochandwrittendetail,0
docinstancylevel,0
docmailmould,0
docmaincategory,0
docmaincatftpconfig,0
docmark,0
docmouldbookmark,0
docmouldfile,0
docnetdisksizeset,0
docoutshareuserdocsetting,0
docpicupload,0
docpopupinfo,0
docpopupuser,0
docpreview,0
docpreviewhistory,0
docpreviewhtmlhistory,0
docprintlog,0
docreceiveunit,0
docreceiveunit_source,0
docsearchdefine,0
docsearchmould,0
docseccategoryapprovewfdetail,0
docseccategorycoderseq,0
docseccategoryimportfaildetail,0
docseccategoryimporthistory,0
docseccategorymould,0
docseccategorymouldbookmark,0
docseccategorytemplate,0
docseccategorytype,0
docseccatftpconfig,0
docsecretlevel,0
docsenddocdefaultvalue,0
docsenddocdetail,0
docsenddockind,0
docsenddocnumber,0
docsharedetail,0
docshareoutrecord,0
docsignature,0
docsubcategory,0
docsubcatftpconfig,0
docsubscribe,0
docsummation,0
docsysdefault,0
doctopservice,0
doctype,0
docusercategory,0
docuserdefault,0
docuserselfcategory,0
docuserselfdocs,0
docuserview,0
docwebcomment,0
docweboffice,0
download_check_permission,0
downloadfiletemp,0
dp_source,0
dttrip_accountconfig,0
dttrip_applyordersync_log,0
dttrip_car_orderlist,0
dttrip_controldetalset,0
dttrip_controlset,0
dttrip_flight_orderlist,0
dttrip_flight_passenger,0
dttrip_flight_status,0
dttrip_flightchangeapply,0
dttrip_flightchangeapplyitem,0
dttrip_flightorder,0
dttrip_flightorderitem,0
dttrip_flightrefundapply,0
dttrip_flightrefundapplyitem,0
dttrip_hotel_orderlist,0
dttrip_hrmsync_log,0
dttrip_hrmuserempid,0
dttrip_itinerarydetailinfo,0
dttrip_orderinfo_list,0
dttrip_ordersync_log,0
dttrip_train_orderlist,0
ecme_attrlinkage,0
ecme_categoryinfoidtemp,0
ecme_defaultvalue,0
ecme_formgroup,0
ecme_formlog,0
ecme_layout_querysql,0
ecme_layoutcache,0
ecme_layoutcondition,0
ecme_layoutlink,0
ecme_layoutlinkidtemp,0
ecme_modeinfo,0
ecme_modeinfoidtemp,0
ecme_partlink,0
ecme_selectitem,0
ecme_specialfields,0
ecme_tableinfoidtemp,0
ecode_edesign_status,0
ecode_init_version,0
ecode_release,0
ecology_biz_app_group,0
ecology_biz_app_permission,0
ecology_biz_ec,0
ecology_biz_em,0
ecology_biz_em_iptables,0
ecology_biz_log_audit,0
ecology_biz_log_audit_log,0
ecology_biz_log_bak,0
ecology_biz_pageview_log,0
ecology_biz_pageview_pc_log,0
ecology_biz_proformance_pc,0
ecology_biz_share_detail,0
ecology_browser_config,0
ecology_browser_display_config,0
ecology_demo,0
ecology_hrmresource_permission,0
ecology_log_history,0
ecology_message_broadcast,0
ecology_message_broadcast_biz,0
ecology_message_info,0
ecology_message_log_old,0
ecology_message_subscribe_log,0
ecology_messagesub_interface,0
ecology_messagesub_param,0
ecology_translate_reg,0
ecology_url_log,0
ecology_user_map,0
ecologypackageinfo,0
ecologyuplist,0
edc_app_analysis_rel,0
edc_app_board_rel,0
edc_app_group,0
edc_app_share_record,0
edc_app_task_createdetail,0
edc_app_tasksetting,0
edc_apprightsetting,0
edc_appshare,0
edc_appsharedetail,0
edc_appsresource,0
edc_appsrgiht,0
edc_appsrightsetting,0
edc_board_dashboard_filter,0
edc_board_dashboard_group,0
edc_board_datamodel,0
edc_board_dm_group,0
edc_board_dm_table,0
edc_dataset,0
edc_doprocedurelog,0
edc_excelcolstyle,0
edc_exceltempdata,0
edc_exceltemplate,0
edc_form,0
edc_form_custable,0
edc_form_edit_right,0
edc_form_edit_right_apply,0
edc_form_edit_right_except,0
edc_form_field,0
edc_form_fixedparse,0
edc_form_page_extendattr,0
edc_form_page_rules,0
edc_form_page_setting,0
edc_form_selectitem,0
edc_form_selrelate,0
edc_form_wxshare,0
edc_formcombine,0
edc_formcombinedetail,0
edc_formcombinetable,0
edc_formdetailprops,0
edc_formfieldprop,0
edc_formpage_wording,0
edc_impexp_log,0
edc_impexp_logdetail,0
edc_impexp_report_log,0
edc_impexp_report_logdetail,0
edc_joincubesetting,0
edc_node,0
edc_node_defaultvalue,0
edc_node_v,0
edc_nodeoperatemenu_v,0
edc_nodeoperator,0
edc_nodeoperator_v,0
edc_operate_logdetail,0
edc_operatorrule,0
edc_page,0
edc_page_fieldassign,0
edc_pagedata,0
edc_pagedatas,0
edc_pageds,0
edc_pagedsfields,0
edc_pagedstables,0
edc_pageformula,0
edc_pagesheet,0
edc_path,0
edc_pathrule,0
edc_pathtemplate,0
edc_pathtemplatenode,0
edc_pathtemplatenode_v,0
edc_pathtemplatenodeoperator,0
edc_pathtemplatenodeoperator_v,0
edc_pathtemplateversions,0
edc_pathversions,0
edc_reportboard,0
edc_reportboardgroup,0
edc_reportdataloader,0
edc_reportdlnode,0
edc_reportdlseq,0
edc_reportdlstatus,0
edc_reportdsaddcoloumns,0
edc_reportdsaggregate,0
edc_reportdsinffield,0
edc_reportdsinfparams,0
edc_reportdsinftable,0
edc_reportdsrighttable,0
edc_reportdstemptable,0
edc_reportqueryfield,0
edc_reportsheetchart,0
edc_reportsheetgroup,0
edc_reportsheetlayout,0
edc_reportsheetsnapshot,0
edc_reportsheetsnapshotdt,0
edc_reportsheetsplit,0
edc_reportstchartseries,0
edc_setting_form_receipt,0
edc_setting_form_wording,0
edc_task,0
edc_tasklog,0
edc_taskmotion,0
edc_tasknode,0
edc_taskoperator,0
edc_taskstep,0
edc_templatenodeoperatemenu,0
edc_templatenodeoperatemenu_v,0
edc_uf_table69,0
edc_uf_table70,0
edc_uf_table72,0
edc_upgrade_log,0
edc_url_rightroles,0
edc_url_rightsetting,0
edc_wx_cache_obj,0
effectmanageempower,0
elementsetting,0
elementsettingitem,0
elementshareinfo,0
email_approveadmininfo,0
email_approveresource,0
email_approveset,0
email_defaultspace,0
email_flocksendaccount,0
email_flocksendsyncset,0
email_from,0
email_label,0
email_label_detail,0
email_senderrorinfo,0
email_sendsessionuuid,0
email_sysapprovesyncset,0
email_sysbasesyncset,0
email_timingsend,0
email_waitdeal,0
emailguide,0
emailocrinvoicestatus,0
emailrecallborw,0
emailrecalldetaillist,0
emailsendallborw,0
emailsendcountrule,0
emailsendcountshare,0
emailuploadtypewhite,0
emobileloginkey,0
enc_basic_config_info,0
enc_field_view_scope,0
enc_share_pwd,0
enc_specialauth_config_info,0
entrance_app,0
esb_actionset,0
esb_actionset_params,0
esb_actionset_tableset,0
esb_actionset_tableset_params,0
esb_category,0
esb_const,0
esb_encryptclass,0
esb_event_log,0
esb_fm_action,0
esb_fm_action_dtset,0
esb_fm_action_fun,0
esb_fm_action_req,0
esb_fm_action_set,0
esb_fm_action_table_set,0
esb_fm_field_action,0
esb_fm_field_action_dtset,0
esb_fm_field_action_req,0
esb_fm_field_action_set,0
esb_fm_field_action_table_set,0
esb_interface_test,0
esb_log,0
esb_log_e8,0
esb_log_setting,0
esb_namespace_temp,0
esb_product_security_setting,0
esb_publish,0
esb_publish_condmap,0
esb_publish_condmap_config,0
esb_publish_res_business,0
esb_publish_res_cond,0
esb_publish_res_cond_config,0
esb_publish_res_schedule,0
esb_resources,0
esb_route,0
esb_route_alias_params,0
esb_route_params,0
esb_route_type,0
esb_service_log,0
esb_service_log_e8,0
esb_transform_config,0
esb_transform_config_params,0
esb_trigger,0
esb_trigger_map,0
esbformactionset,0
esbmethodparamvalue,0
esbreturnassign,0
esbreturnrule,0
esbreturnrule_expressionbase,0
esbreturnrule_expressions,0
esbreturnrule_mapitem,0
esbreturnrule_maplist,0
esbreturnrule_variablebase,0
excelstyledec,0
exceltemplatedata,0
exchange_account,0
exchange_inner_resigning,0
exchange_limit,0
exchange_log_setting,0
exchange_receive_doc_info_oa,0
exchange_receive_doc_inner,0
exchange_receivemsgstatus_oa,0
exchange_receivestatus_inner,0
exchange_receiveunitlist_inner,0
exchange_receiveunitlist_oa,0
exchange_senddocinfo_inner,0
exchange_senddocinfo_oa,0
exp_dbdetail,0
exp_dbdetailtablesetting,0
exp_dbmaintablesetting,0
exp_dbprosettings,0
exp_dbsetting,0
exp_fieldmap_cs,0
exp_ftpdetail,0
exp_localdetail,0
exp_logdetail,0
exp_prolist,0
exp_setting,0
exp_wfdbmainfixfield,0
exp_workflowdetail,0
exp_workflowfielddbmap,0
exp_workflowfieldxmlmap,0
exp_workflowxml,0
exp_xmlprosettings,0
exp_xmlsetting,0
extandhptheme,0
extendhpsoft2,0
extendhpweb1,0
extendhpwebcustom,0
extendlogin,0
favourite,0
favourite_tab,0
favouritelastactive,0
favouritetab,0
fexsrequestformrecord,0
filebackupindex,0
fileclean,0
financeset,0
financesetparam,0
fnaaccount,0
fnaaccountcostcenter,0
fnaaccountdepartment,0
fnaaccountdtl,0
fnaaccountlist,0
fnaaccountlog,0
fnaaccountrangeset,0
fnaaccountset,0
fnaaccountsetdtl,0
fnaaccountuser,0
fnaaccrualwithdraw,0
fnaactioninterface,0
fnaadvanceinfo,0
fnaadvanceinfoamountlog,0
fnaappidhistory,0
fnaapprovaltemplateedit,0
fnaapprovalxdsinit,0
fnaapprovalxdsinitdataset,0
fnaapprovalxdsinitmember,0
fnaapprovalxdsinitpermisson,0
fnaapprovalxdsinitpermissondtl,0
fnaapprovalxdsinittypes,0
fnaawrecord,0
fnaawrecorddtl,0
fnabankapinodeattr,0
fnabankentautoflowlog,0
fnabankenterpriseconnect,0
fnabankentlog,0
fnabankentlogdtl,0
fnabankentreceipt,0
fnabankentrightconf,0
fnabatch4impfnabudget,0
fnabatch4subject,0
fnabillinginfo,0
fnaboatinvoice,0
fnaborrowinfo,0
fnaborrowinfoamountlog,0
fnabrowslastsearchresult,0
fnabudget,0
fnabudgetapprovaltype,0
fnabudgetassistant,0
fnabudgetassistant1,0
fnabudgetcheckdetail,0
fnabudgetcostcenter,0
fnabudgetcostcontrol,0
fnabudgetdepartment,0
fnabudgetdetail,0
fnabudgetfeetypebwtab,0
fnabudgetfeetypecge,0
fnabudgetfeetypefcc,0
fnabudgetfeetyperuleset,0
fnabudgetfeetypeused,0
fnabudgetinfo,0
fnabudgetinfodetail,0
fnabudgetinfooperflag,0
fnabudgetinfopagesize,0
fnabudgetlist,0
fnabudgetlogtime,0
fnabudgetmodule,0
fnabudgetset,0
fnabudgettemporary,0
fnacardrivinginfo,0
fnacardrivingrecord,0
fnacarrecordwfinfo,0
fnacarrecordwfinfofield,0
fnacarseting,0
fnacommoninfo,0
fnacompanyandtaxpayernumber,0
fnacompareconfignew,0
fnacomparekey,0
fnacontrolscheme,0
fnacontrolscheme_feewfinfo,0
fnacontrolschemedtl,0
fnacostcenter,0
fnacostcenterdtl,0
fnacostcontrol,0
fnacostcontroldtl,0
fnacoststandard,0
fnacoststandarddefi,0
fnacoststandarddefidtl,0
fnacoststandarderrormsg,0
fnacreatexmlsqllog,0
fnact_bg,0
fnact_cb,0
fnact_db,0
fnact_dd,0
fnact_fj,0
fnact_hc,0
fnact_qt,0
fnact_snjt,0
fnact_tx,0
fnact_yb,0
fnact_ywzd,0
fnact_zs,0
fnacurrency,0
fnacurrencyexchange,0
fnadataset,0
fnadatasetdetail,0
fnadatasetold,0
fnadatasset,0
fnadididtlinvoice,0
fnadidiinvoice,0
fnadimbrowserwf,0
fnadimensionamountpoint,0
fnadimensiontypedtl,0
fnadoccompare,0
fnadoccompareconfig,0
fnadoccomparedetail,0
fnadoccomparedethistory,0
fnadoccomparehistory,0
fnadoccomparequeue,0
fnadpttokingdee,0
fnadsplaceholder,0
fnaelecdepositapproval,0
fnaelecdepositprintlog,0
fnaelecdepositvoucher,0
fnaelecdepositvoucherdtl,0
fnaelectronicwfinfo,0
fnaelementworkflow,0
fnaemailinvoice,0
fnaexceptinvoice,0
fnaexpensefeerules,0
fnaexpenseinfo,0
fnafccdimension,0
fnafeetypewfbrowdef,0
fnafeetypewfbrowdef_dt1,0
fnafeewfinfocoststandard,0
fnafeewfinfofieldcoststandard,0
fnafeewfinfologic,0
fnafeewfinfologicadvancer,0
fnafeewfinfomultifield,0
fnafeewfinfonodectrl,0
fnafileinfo,0
fnafinancesetting,0
fnafinancesettingold,0
fnaformdimensiontype,0
fnaformuladetail,0
fnagrowcode,0
fnaindicator,0
fnaindicatordetail,0
fnainitsetoplog,0
fnainterfaceinternet,0
fnainvoicecheckfaillog,0
fnainvoicecloudlog,0
fnainvoicecloudtoken,0
fnainvoicedetailinfo,0
fnainvoiceexceptionrule,0
fnainvoicefail,0
fnainvoicefeewfinfologic,0
fnainvoicefieldconsttype,0
fnainvoiceimagehistory,0
fnainvoiceinterface,0
fnainvoicelastamount,0
fnainvoiceledger,0
fnainvoiceledgerdetail,0
fnainvoiceledgerdtl,0
fnainvoicelog,0
fnainvoicemergerule,0
fnainvoiceparam,0
fnainvoicereimbursement,0
fnainvoicesharer,0
fnainvoicesubject,0
fnainvoicesuccess,0
fnainvoiceupgrade,0
fnainvoicewfinfo,0
fnainvoicewfinfofield,0
fnainvoicewhitelist,0
fnainvoiceworkflow,0
fnaitineraryfield,0
fnaloaninfo,0
fnaloanlog,0
fnalog,0
fnalogdtl,0
fnalogoccurredexpensebatch,0
fnalogoccurredloanbatch,0
fnalogtemplatle,0
fnalsapprovalmembers,0
fnamd5record,0
fnamicroreporteye,0
fnamicroreportstatistics,0
fnamirrorimagecertificate,0
fnamobileerrormsg,0
fnamuldatasetdetail,0
fnamuldatasset,0
fnamultiaccountsubject,0
fnamultiaccountsubjectdetail,0
fnamultibearerfilter,0
fnamultibearerfilterdetail,0
fnamultiinvoiceinterface,0
fnamultiperiodfilter,0
fnamultiperiodfilterdetail,0
fnamultiperiodfilterdtl,0
fnamulwfdataset,0
fnaperiod,0
fnaperioddtl,0
fnapropformids,0
fnaquery_receipt,0
fnaquerytransfer,0
fnaquerytransfer_encdata,0
fnareimbursementmatters,0
fnareportset,0
fnareportset_field,0
fnareportset_permissiondetail,0
fnareportset_permissioninfo,0
fnareportset_project,0
fnareporttype,0
fnarequesteffchanglog,0
fnarequestidtrans,0
fnarptruleset,0
fnarptrulesetdtl,0
fnaruleset,0
fnarulesetdtl,0
fnarulesetdtl1,0
fnarulesetdtlfcc,0
fnashowbudgetinfo,0
fnashowbudgetinfodtl,0
fnasplittablebyyear,0
fnasubjectaccount,0
fnasubjectbudget,0
fnasubjectcoderule,0
fnasynchronized,0
fnasynmode,0
fnasynmodeapptype,0
fnasynmodedataset,0
fnatakenotewffield,0
fnatemplateformula,0
fnatemplateinit,0
fnatempmemberinit,0
fnatenpay_receipt,0
fnatenpayaccdetail,0
fnatenpayaccdetail_encdata,0
fnatenpayaccnobankinfo,0
fnatenpaybankinfobanks,0
fnatenpaykeytenent,0
fnatenpaykeytenent_encdata,0
fnatenpaykeyweaver,0
fnatenpaykeyweaver_encdata,0
fnatenpayproductinfo,0
fnatenpayproductinfo_encdata,0
fnatenpayproductinfodtl,0
fnatenpayproductrecord,0
fnatenpaysigninfo,0
fnatenpaysigninfo_encdata,0
fnatenpaysignpermdtl,0
fnatenpaysignrecord,0
fnatenpaysupportbank,0
fnathreadresult,0
fnatmpinitrelation,0
fnatmptblog,0
fnatmptblogcolinfo,0
fnatmptblogshare,0
fnatransaction,0
fnatransactiondetail,0
fnatransfermerge,0
fnatransferreview,0
fnatransferreview_encdata,0
fnau8openapivoucher,0
fnaupcomingsort,0
fnaupgradeinfo,0
fnaupgradetablepk,0
fnavoucherxml,0
fnavoucherxmlcontent,0
fnavoucherxmlcontentdset,0
fnavoucherxmlcontentdsetold,0
fnavoucherxmlcontentold,0
fnawfaccount,0
fnawfdimtypebrowseruser,0
fnawffeectl,0
fnawffeectlfeetype,0
fnawffeectlwf,0
fnawfrequestidlog,0
fnaworkflow,0
fnaworkflowbottomfield,0
fnaworkflowbudgetcheck,0
fnaworkflowbudgetcheckdtl,0
fnaworkflowfield,0
fnaworkflowmainfield,0
fnaworkflownodectrl,0
fnaxmlnodesplit,0
fnaxmlnodesplit_encdata,0
fnayearsperiods,0
fnayearsperiodslist,0
fontsizeinfo,0
formactionfieldmap,0
formactionset,0
formactionsqlset,0
formengineset,0
formmode_msgcenter_typeinfo,0
formmodeelement,0
formtable_main_10,0
formtable_main_10_dt1,0
formtable_main_11,0
formtable_main_11_dt1,0
formtable_main_11_dt2,0
formtable_main_11_dt3,0
formtable_main_11_dt4,0
formtable_main_12,0
formtable_main_12_dt1,0
formtable_main_13,0
formtable_main_13_dt1,0
formtable_main_14,0
formtable_main_14_dt1,0
formtable_main_15,0
formtable_main_15_dt1,0
formtable_main_16,0
formtable_main_19,0
formtable_main_2,0
formtable_main_21,0
formtable_main_21_dt1,0
formtable_main_23,0
formtable_main_23_dt1,0
formtable_main_24,0
formtable_main_24_dt1,0
formtable_main_2_dt1,0
formtable_main_2_dt2,0
formtable_main_2_dt3,0
formtable_main_2_dt4,0
formtable_main_2_dt5,0
formtable_main_2_dt6,0
formtable_main_2_dt7,0
formtable_main_3,0
formtable_main_35,0
formtable_main_35_dt1,0
formtable_main_35_dt2,0
formtable_main_35_dt3,0
formtable_main_36,0
formtable_main_3_dt1,0
formtable_main_3_dt2,0
formtable_main_3_dt3,0
formtable_main_3_dt4,0
formtable_main_3_dt5,0
formtable_main_3_dt6,0
formtable_main_3_dt7,0
formtable_main_4,0
formtable_main_40,0
formtable_main_40_dt1,0
formtable_main_40_dt2,0
formtable_main_40_dt3,0
formtable_main_41,0
formtable_main_42,0
formtable_main_43,0
formtable_main_45_dt1,0
formtable_main_46,0
formtable_main_47,0
