bill_cptloss,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_cptrequiredetail-- show table status from `ecology` like 'bill_cptrequiredetail';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_cptrequiredetail,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_cptrequiremain-- show table status from `ecology` like 'bill_cptrequiremain';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_cptrequiremain,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_crmcontract-- show table status from `ecology` like 'bill_crmcontract';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_crmcontract,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_discard-- show table status from `ecology` like 'bill_discard';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_discard,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_discard_detail-- show table status from `ecology` like 'bill_discard_detail';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_discard_detail,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_discuss-- show table status from `ecology` like 'bill_discuss';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_discuss,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_docprintapply-- show table status from `ecology` like 'bill_docprintapply';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_docprintapply,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_expensedetail-- show table status from `ecology` like 'bill_expensedetail';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_expensedetail,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_fnabudget-- show table status from `ecology` like 'bill_fnabudget';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_fnabudget,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_fnabudgetchgapply-- show table status from `ecology` like 'bill_fnabudgetchgapply';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_fnabudgetchgapply,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_fnabudgetchgapplydetail-- show table status from `ecology` like 'bill_fnabudgetchgapplydetail';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_fnabudgetchgapplydetail,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_fnaloanapply-- show table status from `ecology` like 'bill_fnaloanapply';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_fnaloanapply,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_fnaloanapplydetail-- show table status from `ecology` like 'bill_fnaloanapplydetail';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_fnaloanapplydetail,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_fnapayapply-- show table status from `ecology` like 'bill_fnapayapply';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_fnapayapply,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_fnapayapplydetail-- show table status from `ecology` like 'bill_fnapayapplydetail';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_fnapayapplydetail,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_fnawipeapply-- show table status from `ecology` like 'bill_fnawipeapply';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_fnawipeapply,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_fnawipeapplydetail-- show table status from `ecology` like 'bill_fnawipeapplydetail';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_fnawipeapplydetail,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_hireresource-- show table status from `ecology` like 'bill_hireresource';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_hireresource,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_holidayapply-- show table status from `ecology` like 'bill_holidayapply';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_holidayapply,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_hotelbookdetail-- show table status from `ecology` like 'bill_hotelbookdetail';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_hotelbookdetail,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_hrmawardinfo-- show table status from `ecology` like 'bill_hrmawardinfo';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_hrmawardinfo,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_hrmdismiss-- show table status from `ecology` like 'bill_hrmdismiss';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_hrmdismiss,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_hrmfinance-- show table status from `ecology` like 'bill_hrmfinance';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_hrmfinance,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_hrmhire-- show table status from `ecology` like 'bill_hrmhire';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_hrmhire,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_hrmovertimesapa-- show table status from `ecology` like 'bill_hrmovertimesapa';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_hrmovertimesapa,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_hrmredeploy-- show table status from `ecology` like 'bill_hrmredeploy';
Name,Engine,Version,Row_format,Rows,Avg_row_length,Data_length,Max_data_length,Index_length,Data_free,Auto_increment,Create_time,Update_time,Check_time,Collation,Checksum,Create_options,Comment
bill_hrmredeploy,InnoDB,10,Dynamic,0,0,16384,0,0,0,,2023-06-01 15:03:13,,,utf8mb3_general_ci,,,
db--table--sql: ecology--bill_hrmresourceabsense-- show table status from `ecology` like 'bill_hrmresourceabsense';
